birthplace,plays,name,weight,url,country,height,date_of_birth,current_rank,previous_rank,residence,tournaments,points
"Morristown, NJ, USA",Right-handed (two-handed backhand),"Chirico, Louisa",140,http://www.wtatennis.com/players/player/20807/title/louisa-chirico,USA,1.75,16-May-96,133,121,"Westchester, NY, USA",26,455
,Right-handed (two-handed backhand),"Tig, Patricia Maria",,http://www.wtatennis.com/players/player/16259/title/patricia-maria-tig,ROU,,27-Jul-94,134,135,,30,438
,,"Wang, Yafan",,http://www.wtatennis.com/players/player/16726/title/yafan-wang,CHN,,30-Apr-94,135,133,,30,434
"Prostejov, Czech Republic",Right-handed (two-handed backhand),"Cetkovska, Petra",141,http://www.wtatennis.com/players/player/1687/title/petra-cetkovska,CZE,1.72,08-Feb-85,136,134,"Prostejov, Czech Republic",12,433
"Jegenstorf, Switzerland",Right-handed (two-handed backhand),"Oprandi, Romina",65 kg (146,http://www.wtatennis.com/players/player/6151/title/romina-oprandi,SUI,,29-Mar-86,137,136,"Bern, Switzerland",24,432
"Split, Croatia",Right-handed (two-handed backhand),"Martic, Petra",139,http://www.wtatennis.com/players/player/12929/title/petra-martic,CRO,1.81,19-Jan-91,138,132,"Split, Croatia",19,418
"Doetinchem, Netherlands",Right-handed (two-handed backhand),"Hogenkamp, Richel",148,http://www.wtatennis.com/players/player/16354/title/richel-hogenkamp,NED,1.68,16-Apr-92,139,139,"Doetinchem, Netherlands",28,403
"Chantraburi, Thailand",Right-handed (two-handed both sides),"Kumkhum, Luksika",148,http://www.wtatennis.com/players/player/16107/title/luksika-kumkhum,THA,1.67,21-Jul-93,140,140,"Chantraburi, Thailand",21,403
"Villena, Spain",Right-handed (two-handed backhand),"Torró-Flor, María-Teresa",137,http://www.wtatennis.com/players/player/13943/title/maria-teresa-torro-flor,ESP,1.78,02-May-92,141,141,"Villena, Spain",16,397
"Krasnodar, Russia",Right-handed (two-handed backhand),"Panova, Alexandra",139,http://www.wtatennis.com/players/player/11245/title/alexandra-panova,RUS,1.79,02-Mar-89,142,143,"Moscow, Russia",24,396
,,"Zhang, Kai-Lin",,http://www.wtatennis.com/players/player/14225/title/kai-lin-zhang,CHN,,28-Jan-90,143,142,,29,396
"Donetsk, Ukraine",Right-handed (two-handed backhand),"Glushko, Julia",137,http://www.wtatennis.com/players/player/12130/title/julia-glushko,ISR,1.71,01-Jan-90,144,144,"Modiin, Israel",27,388
,Right-handed (two-handed backhand),"Kato, Miyu",,http://www.wtatennis.com/players/player/16822/title/miyu-kato,JPN,,21-Nov-94,145,145,"Kyoto, Japan",27,388
"Taoyuan, Chinese Taipei",Right-handed (two-handed backhand),"Chang, Kai-Chen",117,http://www.wtatennis.com/players/player/13135/title/kai-chen-chang,TPE,1.67,13-Jan-91,146,146,"Taipei, Chinese Taipei",17,385
,,"Bonaventure, Ysaline",,http://www.wtatennis.com/players/player/16387/title/ysaline-bonaventure,BEL,,29-Aug-94,147,147,,25,379
"Lille, France",Right-handed (two-handed backhand),"Dodin, Oceane",128,http://www.wtatennis.com/players/player/19551/title/oceane-dodin,FRA,1.83,24-Oct-96,148,154,"Villeneuve d'Ascq, France",30,378
"Paris, France",Right-handed (two-handed backhand),"Lim, Alizé",128,http://www.wtatennis.com/players/player/14453/title/alize-lim,FRA,1.73,13-Jul-90,149,148,"Paris, France",31,378
,,"Jorovic, Ivana",,http://www.wtatennis.com/players/player/20962/title/ivana-jorovic,SRB,,03-May-97,150,149,,18,377
"Priliep, Macedonia",,"Sadikovic, Amra",168,http://www.wtatennis.com/players/player/12585/title/amra-sadikovic,SUI,1.86,06-May-89,151,150,,21,371
"Buffalo, NY, USA",Right-handed (two-handed backhand),"Pegula, Jessica",155,http://www.wtatennis.com/players/player/16003/title/jessica-pegula,USA,1.7,24-Feb-94,152,160,"Charleston, SC, USA",25,368
"Perth, Australia",Left-handed (two-handed backhand),"Dellacqua, Casey",146,http://www.wtatennis.com/players/player/10044/title/casey-dellacqua,AUS,1.65,11-Feb-85,153,151,"Sydney, Australia",12,367
"Sosnowiec, Poland",Right-handed (two-handed backhand),"Kania, Paula",127,http://www.wtatennis.com/players/player/14281/title/paula-kania,POL,1.68,06-Nov-92,154,153,"Sosnowiec, Poland",23,366
"Odessa, Ukraine",Right-handed (two-handed backhand),"Zanevska, Maryna",130,http://www.wtatennis.com/players/player/16121/title/maryna-zanevska,UKR,1.75,24-Aug-93,155,161,"Namur, Belgium",27,365
,,"Burger, Cindy",,http://www.wtatennis.com/players/player/16435/title/cindy-burger,NED,,25-Nov-92,156,155,,31,365
"Moscow, Russia",Left-handed (two-handed backhand),"Khromacheva, Irina",130,http://www.wtatennis.com/players/player/17343/title/irina-khromacheva,RUS,,12-May-95,157,156,Belgium,26,364
"Sofia, Bulgaria",Right-handed (two-handed backhand),"Karatantcheva, Sesil",140,http://www.wtatennis.com/players/player/11101/title/sesil-karatantcheva,BUL,1.71,08-Aug-89,158,157,"Astana, Kazakhstan",26,363
,,"Fett, Jana",,http://www.wtatennis.com/players/player/21894/title/jana-fett,CRO,,02-Nov-96,159,152,,23,359
"Montauban, France",Right-handed (two-handed backhand),"Hesse, Amandine",121,http://www.wtatennis.com/players/player/14301/title/amandine-hesse,FRA,1.64,16-Jan-93,160,158,"Vaucresson, France",28,358
"Hradec Kralove, Czech Republic",Right-handed (two-handed backhand),"Smitkova, Tereza",139,http://www.wtatennis.com/players/player/18116/title/tereza-smitkova,CZE,1.76,10-Oct-94,161,159,"Hradec Kralove, Czech Republic",26,355
,,"Mertens, Elise",,http://www.wtatennis.com/players/player/17409/title/elise-mertens,BEL,,17-Nov-95,162,162,,28,345
,,"Bogdan, Ana",,http://www.wtatennis.com/players/player/14577/title/ana-bogdan,ROU,,25-Nov-92,163,163,,19,345
"Asunción, Paraguay",Right-handed (two-handed backhand),"Cepede Royg, Veronica",137,http://www.wtatennis.com/players/player/13960/title/veronica-cepede-royg,PAR,1.63,21-Jan-92,164,164,"Asunción, Paraguay",26,342
,,"Yang, Zhaoxuan",,http://www.wtatennis.com/players/player/16710/title/zhaoxuan-yang,CHN,,11-Feb-95,165,165,,30,341
"Tianjin, China",Right-handed (two-handed backhand),"Zhang, Yuxuan",139,http://www.wtatennis.com/players/player/17407/title/yuxuan-zhang,CHN,1.79,19-Aug-94,166,166,"Tianjin, China",23,338
"Ghent, Belgium",Right-handed (two-handed backhand),"Mestach, An-Sophie",141,http://www.wtatennis.com/players/player/15563/title/an-sophie-mestach,BEL,1.7,07-Mar-94,167,167,"Antwerp, Belgium",28,335
"Toyonaka, Osaka, Japan",Right-handed (one-handed backhand),"Hibi, Mayo",121,http://www.wtatennis.com/players/player/19592/title/mayo-hibi,JPN,1.65,03-Apr-96,168,168,"Irvine, CA, USA",23,332
"Miramar, FL, USA",Right-handed (two-handed backhand),"Vickery, Sachia",145,http://www.wtatennis.com/players/player/16570/title/sachia-vickery,USA,1.63,11-May-95,169,173,"Miramar, FL, USA",26,322
"Monterey Park, CA, USA",Right-handed (two-handed backhand),"King, Vania",130,http://www.wtatennis.com/players/player/10844/title/vania-king,USA,1.65,03-Feb-89,170,170,"Boynton Beach, FL, USA",16,321
,,"Martincova, Tereza",,http://www.wtatennis.com/players/player/17559/title/tereza-martincova,CZE,,24-Oct-94,171,175,,33,319
,,"Jang, Su Jeong",,http://www.wtatennis.com/players/player/16136/title/su-jeong-jang,KOR,,13-Mar-95,172,171,,29,319
,,"Haas, Barbara",,http://www.wtatennis.com/players/player/17992/title/barbara-haas,AUT,,19-Mar-96,173,172,,28,316
,,"Kerkhove, Lesley",,http://www.wtatennis.com/players/player/15588/title/lesley-kerkhove,NED,,04-Nov-91,174,174,,29,313
"Poprad, Slovakia",Right-handed (two-handed backhand),"Hantuchova, Daniela",137,http://www.wtatennis.com/players/player/3589/title/daniela-hantuchova,SVK,1.81,23-Apr-83,175,178,"Monte Carlo, Monaco",22,312
,,"Soylu, Ipek",,http://www.wtatennis.com/players/player/18510/title/ipek-soylu,TUR,,15-Apr-96,176,176,,28,309
,,"Zhu, Lin",,http://www.wtatennis.com/players/player/16385/title/lin-zhu,CHN,,28-Jan-94,177,169,,23,305
"Moscow, Russia",Right-handed (two-handed backhand),"Kudryavtseva, Alla",154,http://www.wtatennis.com/players/player/10164/title/alla-kudryavtseva,RUS,,03-Nov-87,178,198,"Moscow, Russia",22,300
"Haapsalu, Estonia",Right-handed (two-handed backhand),"Kanepi, Kaia",163,http://www.wtatennis.com/players/player/4450/title/kaia-kanepi,EST,1.81,10-Jun-85,179,182,"Tallinn, Estonia",15,298
,,"Boserup, Julia",,http://www.wtatennis.com/players/player/13048/title/julia-boserup,USA,,09-Sep-91,180,179,,26,298
"Plzen, Czech Republic",Right-handed (two-handed backhand),"Hlavackova, Andrea",136,http://www.wtatennis.com/players/player/3654/title/andrea-hlavackova,CZE,1.74,10-Aug-86,181,180,"Monte Carlo, Monaco",20,294
"Atlanta, GA, USA",Right-handed (two-handed backhand),"Min, Grace",140,http://www.wtatennis.com/players/player/15214/title/grace-min,USA,1.63,06-May-94,182,210,"Boca Raton, FL, USA",26,289
,,"Eguchi, Misa",,http://www.wtatennis.com/players/player/14266/title/misa-eguchi,JPN,,18-Apr-92,183,183,,26,285
,,"Schaefer, Anne",,http://www.wtatennis.com/players/player/12080/title/anne-schaefer,GER,,01-Mar-87,184,184,,22,285
,,"Ahn, Kristie",,http://www.wtatennis.com/players/player/15216/title/kristie-ahn,USA,,15-Jun-92,185,185,,23,284
"Split, Croatia",Right-handed (two-handed backhand),"Erakovic, Marina",148,http://www.wtatennis.com/players/player/11369/title/marina-erakovic,NZL,1.74,06-Mar-88,186,191,"Auckland, New Zealand",17,283
"Delft, The Netherlands",Right-handed (two-handed backhand),"Krajicek, Michaella",152,http://www.wtatennis.com/players/player/10870/title/michaella-krajicek,NED,1.77,09-Jan-89,187,186,"Bradenton, FL, USA",7,281
"Esch-sur-Alzette, Luxembourg",Right-handed (two-handed backhand),"Minella, Mandy",143,http://www.wtatennis.com/players/player/9755/title/mandy-minella,LUX,1.8,22-Nov-85,188,187,"Esch-sur-Alzette, Luxembourg",25,280
,,"Goncalves, Paula Cristina",,http://www.wtatennis.com/players/player/13612/title/paula-cristina-goncalves,BRA,,11-Aug-90,189,177,,18,278
"Bratislava, Slovakia",Right-handed (two-handed backhand),"Wolfe, Jarmila",148,http://www.wtatennis.com/players/player/9530/title/jarmila-wolfe,AUS,1.74,26-Apr-87,190,189,"Dallas, TX, USA",22,275
,,"Lee, Ya-Hsuan",,http://www.wtatennis.com/players/player/18445/title/ya-hsuan-lee,TPE,,20-Jul-95,191,190,,22,275
"Brno, Czech Republic",Right-handed (two-handed backhand),"Krejcikova, Barbora",,http://www.wtatennis.com/players/player/17855/title/barbora-krejcikova,CZE,1.78,18-Dec-95,192,192,"Ivancice, Czech Republic",25,270
,,"Leykina, Polina",,http://www.wtatennis.com/players/player/17750/title/polina-leykina,RUS,,20-Sep-94,193,193,,27,270
,Right-handed (two-handed backhand),"Hozumi, Eri",,http://www.wtatennis.com/players/player/16249/title/eri-hozumi,JPN,,17-Feb-94,194,194,"Kanagawa, Japan",31,269
,,"Anderson, Robin",,http://www.wtatennis.com/players/player/16223/title/robin-anderson,USA,,12-Apr-93,195,195,,22,269
"Goteborg, Sweden",Right-handed (two-handed backhand),"Johansson, Mathilde",126,http://www.wtatennis.com/players/player/3940/title/mathilde-johansson,FRA,,28-Apr-85,196,196,"Boulogne Billancourt, France",19,268
,,"Brady, Jennifer",,http://www.wtatennis.com/players/player/17893/title/jennifer-brady,USA,,12-Apr-95,197,205,,27,267
,,"Liu, Chang",,http://www.wtatennis.com/players/player/12462/title/chang-liu,CHN,,01-Aug-90,198,197,,23,265
,,"Sawayanagi, Riko",,http://www.wtatennis.com/players/player/17473/title/riko-sawayanagi,JPN,,25-Oct-94,199,199,,29,261
,,"Stefkova, Barbora",,http://www.wtatennis.com/players/player/19322/title/barbora-stefkova,CZE,,04-Apr-95,200,200,,27,260
,,"Stewart, Katerina",,http://www.wtatennis.com/players/player/21350/title/katerina-stewart,USA,,17-Jul-97,201,181,,22,259
,,"Georges, Myrtille",,http://www.wtatennis.com/players/player/14924/title/myrtille-georges,FRA,,21-Dec-90,202,204,,29,258
,,"Liu, Fangzhou",,http://www.wtatennis.com/players/player/19760/title/fangzhou-liu,CHN,,12-Dec-95,203,201,,26,257
,,"Kuwata, Hiroko",,http://www.wtatennis.com/players/player/17137/title/hiroko-kuwata,JPN,,18-Dec-90,204,203,,38,255
,,"Lu, Jia-Jing",,http://www.wtatennis.com/players/player/12457/title/jia-jing-lu,CHN,,18-Nov-89,205,207,,25,255
"Belgrade, Serbia",Right-handed (two-handed backhand),"Jaksic, Jovana",152,http://www.wtatennis.com/players/player/16459/title/jovana-jaksic,SRB,1.8,30-Sep-93,206,188,"Belgrade, Serbia",26,253
,,"Kostova, Elitsa",,http://www.wtatennis.com/players/player/11462/title/elitsa-kostova,BUL,,10-Apr-90,207,202,,31,251
"Castellón, Spain",Right-handed (two-handed backhand),"Sorribes Tormo, Sara",152,http://www.wtatennis.com/players/player/18602/title/sara-sorribes-tormo,ESP,1.76,08-Oct-96,208,206,"Vall de Uxó, Spain",21,250
"Donetsk, Ukraine",Right-handed (two-handed backhand),"Savchuk, Olga",150,http://www.wtatennis.com/players/player/10127/title/olga-savchuk,UKR,1.77,20-Sep-87,209,208,"Nassau, Bahamas",13,249
"Kyoto, Japan",Right-handed (two-handed backhand),"Date-Krumm, Kimiko",117,http://www.wtatennis.com/players/player/1860/title/kimiko-date-krumm,JPN,1.63,28-Sep-70,210,211,"Tokyo, Japan",15,240
,,"Pella, Catalina",,http://www.wtatennis.com/players/player/15594/title/catalina-pella,ARG,,31-Jan-93,211,213,,15,240
"Granollers, Spain",Right-handed (two-handed backhand),"Pous-Tio, Laura",141,http://www.wtatennis.com/players/player/6366/title/laura-pous-tio,ESP,1.73,01-Oct-84,212,212,"Granollers, Spain",29,239
,,"Muhammad, Asia",,http://www.wtatennis.com/players/player/13131/title/asia-muhammad,USA,,04-Apr-91,213,226,,21,239
"Dijon (Côte-d'Or), France",Right-handed (two-handed backhand),"Razzano, Virginie",148,http://www.wtatennis.com/players/player/7082/title/virginie-razzano,FRA,1.74,12-May-83,214,214,"Nîmes, France",16,238
"Ksar El Hellar, Tunisia",Right-handed (two-handed backhand),"Jabeur, Ons",148,http://www.wtatennis.com/players/player/15896/title/ons-jabeur,TUN,1.67,28-Aug-94,215,215,"Tunis, Tunisia",17,233
"Vaduz, Liechtenstein",Right-handed (two-handed backhand),"Vogt, Stephanie",137,http://www.wtatennis.com/players/player/11646/title/stephanie-vogt,LIE,1.67,15-Feb-90,216,216,"Balzers, Liechtenstein",23,232
,,"Abduraimova, Nigina",,http://www.wtatennis.com/players/player/15714/title/nigina-abduraimova,UZB,,07-Jul-94,217,228,,25,231
,,"Dinu, Cristina",,http://www.wtatennis.com/players/player/14440/title/cristina-dinu,ROU,,18-Jan-93,218,217,,28,231
,,"Reix, Sherazad",,http://www.wtatennis.com/players/player/12995/title/sherazad-reix,FRA,,03-Apr-89,219,219,,24,230
,,"Maleckova, Jesika",,http://www.wtatennis.com/players/player/18107/title/jesika-maleckova,CZE,,16-Aug-94,220,220,,25,229
"Modesto, CA, USA",Right-handed (two-handed backhand),"Sanchez, Maria",140,http://www.wtatennis.com/players/player/13169/title/maria-sanchez,USA,1.78,26-Nov-89,221,238,"Los Angeles, CA, USA",29,228
,,"Komardina, Anastasiya",,http://www.wtatennis.com/players/player/21345/title/anastasiya-komardina,RUS,,08-Jul-97,222,221,,24,228
"Bucharest, Romania",Left-handed (two-handed backhand),"Buzarnescu, Mihaela",130,http://www.wtatennis.com/players/player/11547/title/mihaela-buzarnescu,ROU,1.75,04-May-88,223,222,"Bucharest, Romania",19,227
,,"Sharipova, Sabina",,http://www.wtatennis.com/players/player/15678/title/sabina-sharipova,UZB,,04-Sep-94,224,223,,24,226
,,"Shinikova, Isabella",,http://www.wtatennis.com/players/player/15639/title/isabella-shinikova,BUL,,25-Oct-91,225,225,,25,225
,,"Celik, Susanne",,http://www.wtatennis.com/players/player/19440/title/susanne-celik,SWE,,06-Dec-94,226,229,,22,221
"Sochi, Russia",Right-handed (two-handed forehand and backhand),"Diatchenko, Vitalia",132,http://www.wtatennis.com/players/player/14183/title/vitalia-diatchenko,RUS,1.8,02-Aug-90,227,230,"Moscow, Russia",11,220
"Tambov, Russia",Right-handed (two-handed backhand),"Rodionova, Arina",132,http://www.wtatennis.com/players/player/11166/title/arina-rodionova,AUS,1.68,15-Dec-89,228,231,"Tambov, Russia",17,220
,,"Perrin, Conny",,http://www.wtatennis.com/players/player/14417/title/conny-perrin,SUI,,25-Dec-90,229,232,,28,219
"Siofok, Hungary",Right-handed (two-handed backhand),"Jani, Reka-Luca",128,http://www.wtatennis.com/players/player/15657/title/reka-luca-jani,HUN,1.61,31-Jul-91,230,266,"Sopron, Hungary",18,218
"Chita, Russia",Right-handed (two-handed backhand),"Pivovarova, Anastasia",137,http://www.wtatennis.com/players/player/12619/title/anastasia-pivovarova,RUS,1.82,16-Jun-90,231,233,"Moscow, Russia",18,218
,,"Alexandrova, Ekaterina",,http://www.wtatennis.com/players/player/18904/title/ekaterina-alexandrova,RUS,,15-Nov-94,232,234,,21,217
,,"Lu, Jing-Jing",,http://www.wtatennis.com/players/player/12982/title/jing-jing-lu,CHN,,05-May-89,233,235,,21,217
,,"Shapatava, Sofia",,http://www.wtatennis.com/players/player/11869/title/sofia-shapatava,GEO,,12-Jan-89,234,237,,36,215
,,"Eraydin, Basak",,http://www.wtatennis.com/players/player/15858/title/basak-eraydin,TUR,,21-Jun-94,235,242,,24,212
"Lisbon, Portugal",Right-handed (two-handed backhand),"Larcher De Brito, Michelle",125,http://www.wtatennis.com/players/player/14089/title/michelle-larcher-de-brito,POR,1.65,29-Jan-93,236,224,"Bradenton, FL, USA",14,211
,,"Strakhova, Valeriya",,http://www.wtatennis.com/players/player/19121/title/valeriya-strakhova,UKR,,09-Jun-95,237,239,,29,210
"Newport Beach, CA, USA",Right-handed (two-handed backhand),"Glatch, Alexa",145,http://www.wtatennis.com/players/player/11493/title/alexa-glatch,USA,1.83,10-Sep-89,238,227,"Delray Beach, FL, USA",20,205
,,"Fridman, Olga",,http://www.wtatennis.com/players/player/21870/title/olga-fridman,UKR,,30-Sep-98,239,240,,14,205
,Right-handed (two-handed backhand),"Badosa Gibert, Paula",,http://www.wtatennis.com/players/player/20648/title/paula-badosa-gibert,ESP,,15-Nov-97,240,241,,16,201
,,"Gonzalez, Montserrat",,http://www.wtatennis.com/players/player/20122/title/montserrat-gonzalez,PAR,,01-Jul-94,241,243,,19,200
,,"Kalinina, Anhelina",,http://www.wtatennis.com/players/player/21276/title/anhelina-kalinina,UKR,,07-Feb-97,242,209,,17,198
,,"Han, Na-Lae",,http://www.wtatennis.com/players/player/14312/title/na-lae-han,KOR,,06-Jul-92,243,244,,25,198
"Issy Les Moulineaux, France",Right-handed (two-handed backhand),"Foretz , Stéphanie",132 1/2,http://www.wtatennis.com/players/player/2613/title/stephanie-foretz-,FRA,1.66,03-May-81,244,245,"Meudon, France",24,197
,,"Zacarias, Marcela",,http://www.wtatennis.com/players/player/15658/title/marcela-zacarias,MEX,,26-Mar-94,245,246,,20,196
,,"Pera, Bernarda",,http://www.wtatennis.com/players/player/16968/title/bernarda-pera,USA,,03-Dec-94,246,273,,18,195
"Bucharest, Romania",Right-handed (two-handed backhand),"Cadantu, Alexandra",123,http://www.wtatennis.com/players/player/12447/title/alexandra-cadantu,ROU,1.7,03-May-90,247,248,"Bucharest, Romania",21,194
"Perm, Russia",Right-handed (two-handed backhand),"Melnikova, Marina",141,http://www.wtatennis.com/players/player/13716/title/marina-melnikova,RUS,1.73,05-Feb-89,248,218,"Marl, Germany",32,193
