"","gender","current_rank","previous_rank","name","plays","height","weight","date_of_birth","country","birthplace","residence","tournaments","points","url"
"143","female",143,142,"Zhang, Kai-Lin",NA,NA,NA,"1990-01-28","CHN","","",29,396,"http://www.wtatennis.com/players/player/14225/title/kai-lin-zhang"
"144","female",144,144,"Glushko, Julia","Right",171,137,"1990-01-01","ISR","Donetsk, Ukraine","Modiin, Israel",27,388,"http://www.wtatennis.com/players/player/12130/title/julia-glushko"
"145","female",145,145,"Kato, Miyu","Right",NA,NA,"1994-11-21","JPN","","Kyoto, Japan",27,388,"http://www.wtatennis.com/players/player/16822/title/miyu-kato"
"146","female",146,146,"Chang, Kai-Chen","Right",167,117,"1991-01-13","TPE","Taoyuan, Chinese Taipei","Taipei, Chinese Taipei",17,385,"http://www.wtatennis.com/players/player/13135/title/kai-chen-chang"
"147","female",147,147,"Bonaventure, Ysaline",NA,NA,NA,"1994-08-29","BEL","","",25,379,"http://www.wtatennis.com/players/player/16387/title/ysaline-bonaventure"
"148","female",148,154,"Dodin, Oceane","Right",183,128,"1996-10-24","FRA","Lille, France","Villeneuve d'Ascq, France",30,378,"http://www.wtatennis.com/players/player/19551/title/oceane-dodin"
"149","female",149,148,"Lim, Alizé","Right",173,128,"1990-07-13","FRA","Paris, France","Paris, France",31,378,"http://www.wtatennis.com/players/player/14453/title/alize-lim"
"150","female",150,149,"Jorovic, Ivana",NA,NA,NA,"1997-05-03","SRB","","",18,377,"http://www.wtatennis.com/players/player/20962/title/ivana-jorovic"
"151","female",151,150,"Sadikovic, Amra",NA,186,168,"1989-05-06","SUI","Priliep, Macedonia","",21,371,"http://www.wtatennis.com/players/player/12585/title/amra-sadikovic"
"152","female",152,160,"Pegula, Jessica","Right",170,155,"1994-02-24","USA","Buffalo, NY, USA","Charleston, SC, USA",25,368,"http://www.wtatennis.com/players/player/16003/title/jessica-pegula"
"153","female",153,151,"Dellacqua, Casey","Left",165,146,"1985-02-11","AUS","Perth, Australia","Sydney, Australia",12,367,"http://www.wtatennis.com/players/player/10044/title/casey-dellacqua"
"154","female",154,153,"Kania, Paula","Right",168,127,"1992-11-06","POL","Sosnowiec, Poland","Sosnowiec, Poland",23,366,"http://www.wtatennis.com/players/player/14281/title/paula-kania"
"155","female",155,161,"Zanevska, Maryna","Right",175,130,"1993-08-24","UKR","Odessa, Ukraine","Namur, Belgium",27,365,"http://www.wtatennis.com/players/player/16121/title/maryna-zanevska"
"156","female",156,155,"Burger, Cindy",NA,NA,NA,"1992-11-25","NED","","",31,365,"http://www.wtatennis.com/players/player/16435/title/cindy-burger"
"157","female",157,156,"Khromacheva, Irina","Left",NA,130,"1995-05-12","RUS","Moscow, Russia","Belgium",26,364,"http://www.wtatennis.com/players/player/17343/title/irina-khromacheva"
"158","female",158,157,"Karatantcheva, Sesil","Right",171,140,"1989-08-08","BUL","Sofia, Bulgaria","Astana, Kazakhstan",26,363,"http://www.wtatennis.com/players/player/11101/title/sesil-karatantcheva"
"159","female",159,152,"Fett, Jana",NA,NA,NA,"1996-11-02","CRO","","",23,359,"http://www.wtatennis.com/players/player/21894/title/jana-fett"
"160","female",160,158,"Hesse, Amandine","Right",164,121,"1993-01-16","FRA","Montauban, France","Vaucresson, France",28,358,"http://www.wtatennis.com/players/player/14301/title/amandine-hesse"
"161","female",161,159,"Smitkova, Tereza","Right",176,139,"1994-10-10","CZE","Hradec Kralove, Czech Republic","Hradec Kralove, Czech Republic",26,355,"http://www.wtatennis.com/players/player/18116/title/tereza-smitkova"
"162","female",162,162,"Mertens, Elise",NA,NA,NA,"1995-11-17","BEL","","",28,345,"http://www.wtatennis.com/players/player/17409/title/elise-mertens"
"163","female",163,163,"Bogdan, Ana",NA,NA,NA,"1992-11-25","ROU","","",19,345,"http://www.wtatennis.com/players/player/14577/title/ana-bogdan"
"164","female",164,164,"Cepede Royg, Veronica","Right",163,137,"1992-01-21","PAR","Asunción, Paraguay","Asunción, Paraguay",26,342,"http://www.wtatennis.com/players/player/13960/title/veronica-cepede-royg"
"165","female",165,165,"Yang, Zhaoxuan",NA,NA,NA,"1995-02-11","CHN","","",30,341,"http://www.wtatennis.com/players/player/16710/title/zhaoxuan-yang"
"166","female",166,166,"Zhang, Yuxuan","Right",179,139,"1994-08-19","CHN","Tianjin, China","Tianjin, China",23,338,"http://www.wtatennis.com/players/player/17407/title/yuxuan-zhang"
"167","female",167,167,"Mestach, An-Sophie","Right",170,141,"1994-03-07","BEL","Ghent, Belgium","Antwerp, Belgium",28,335,"http://www.wtatennis.com/players/player/15563/title/an-sophie-mestach"
"168","female",168,168,"Hibi, Mayo","Right",165,121,"1996-04-03","JPN","Toyonaka, Osaka, Japan","Irvine, CA, USA",23,332,"http://www.wtatennis.com/players/player/19592/title/mayo-hibi"
"169","female",169,173,"Vickery, Sachia","Right",163,145,"1995-05-11","USA","Miramar, FL, USA","Miramar, FL, USA",26,322,"http://www.wtatennis.com/players/player/16570/title/sachia-vickery"
"170","female",170,170,"King, Vania","Right",165,130,"1989-02-03","USA","Monterey Park, CA, USA","Boynton Beach, FL, USA",16,321,"http://www.wtatennis.com/players/player/10844/title/vania-king"
"171","female",171,175,"Martincova, Tereza",NA,NA,NA,"1994-10-24","CZE","","",33,319,"http://www.wtatennis.com/players/player/17559/title/tereza-martincova"
"172","female",172,171,"Jang, Su Jeong",NA,NA,NA,"1995-03-13","KOR","","",29,319,"http://www.wtatennis.com/players/player/16136/title/su-jeong-jang"
"173","female",173,172,"Haas, Barbara",NA,NA,NA,"1996-03-19","AUT","","",28,316,"http://www.wtatennis.com/players/player/17992/title/barbara-haas"
"174","female",174,174,"Kerkhove, Lesley",NA,NA,NA,"1991-11-04","NED","","",29,313,"http://www.wtatennis.com/players/player/15588/title/lesley-kerkhove"
"175","female",175,178,"Hantuchova, Daniela","Right",181,137,"1983-04-23","SVK","Poprad, Slovakia","Monte Carlo, Monaco",22,312,"http://www.wtatennis.com/players/player/3589/title/daniela-hantuchova"
"176","female",176,176,"Soylu, Ipek",NA,NA,NA,"1996-04-15","TUR","","",28,309,"http://www.wtatennis.com/players/player/18510/title/ipek-soylu"
"177","female",177,169,"Zhu, Lin",NA,NA,NA,"1994-01-28","CHN","","",23,305,"http://www.wtatennis.com/players/player/16385/title/lin-zhu"
"178","female",178,198,"Kudryavtseva, Alla","Right",NA,154,"1987-11-03","RUS","Moscow, Russia","Moscow, Russia",22,300,"http://www.wtatennis.com/players/player/10164/title/alla-kudryavtseva"
"179","female",179,182,"Kanepi, Kaia","Right",181,163,"1985-06-10","EST","Haapsalu, Estonia","Tallinn, Estonia",15,298,"http://www.wtatennis.com/players/player/4450/title/kaia-kanepi"
"180","female",180,179,"Boserup, Julia",NA,NA,NA,"1991-09-09","USA","","",26,298,"http://www.wtatennis.com/players/player/13048/title/julia-boserup"
"181","female",181,180,"Hlavackova, Andrea","Right",174,136,"1986-08-10","CZE","Plzen, Czech Republic","Monte Carlo, Monaco",20,294,"http://www.wtatennis.com/players/player/3654/title/andrea-hlavackova"
"182","female",182,210,"Min, Grace","Right",163,140,"1994-05-06","USA","Atlanta, GA, USA","Boca Raton, FL, USA",26,289,"http://www.wtatennis.com/players/player/15214/title/grace-min"
"183","female",183,183,"Eguchi, Misa",NA,NA,NA,"1992-04-18","JPN","","",26,285,"http://www.wtatennis.com/players/player/14266/title/misa-eguchi"
"184","female",184,184,"Schaefer, Anne",NA,NA,NA,"1987-03-01","GER","","",22,285,"http://www.wtatennis.com/players/player/12080/title/anne-schaefer"
"185","female",185,185,"Ahn, Kristie",NA,NA,NA,"1992-06-15","USA","","",23,284,"http://www.wtatennis.com/players/player/15216/title/kristie-ahn"
"186","female",186,191,"Erakovic, Marina","Right",174,148,"1988-03-06","NZL","Split, Croatia","Auckland, New Zealand",17,283,"http://www.wtatennis.com/players/player/11369/title/marina-erakovic"
"187","female",187,186,"Krajicek, Michaella","Right",177,152,"1989-01-09","NED","Delft, The Netherlands","Bradenton, FL, USA",7,281,"http://www.wtatennis.com/players/player/10870/title/michaella-krajicek"
"188","female",188,187,"Minella, Mandy","Right",180,143,"1985-11-22","LUX","Esch-sur-Alzette, Luxembourg","Esch-sur-Alzette, Luxembourg",25,280,"http://www.wtatennis.com/players/player/9755/title/mandy-minella"
"189","female",189,177,"Goncalves, Paula Cristina",NA,NA,NA,"1990-08-11","BRA","","",18,278,"http://www.wtatennis.com/players/player/13612/title/paula-cristina-goncalves"
"190","female",190,189,"Wolfe, Jarmila","Right",174,148,"1987-04-26","AUS","Bratislava, Slovakia","Dallas, TX, USA",22,275,"http://www.wtatennis.com/players/player/9530/title/jarmila-wolfe"
"191","female",191,190,"Lee, Ya-Hsuan",NA,NA,NA,"1995-07-20","TPE","","",22,275,"http://www.wtatennis.com/players/player/18445/title/ya-hsuan-lee"
"192","female",192,192,"Krejcikova, Barbora","Right",178,NA,"1995-12-18","CZE","Brno, Czech Republic","Ivancice, Czech Republic",25,270,"http://www.wtatennis.com/players/player/17855/title/barbora-krejcikova"
"193","female",193,193,"Leykina, Polina",NA,NA,NA,"1994-09-20","RUS","","",27,270,"http://www.wtatennis.com/players/player/17750/title/polina-leykina"
"194","female",194,194,"Hozumi, Eri","Right",NA,NA,"1994-02-17","JPN","","Kanagawa, Japan",31,269,"http://www.wtatennis.com/players/player/16249/title/eri-hozumi"
"195","female",195,195,"Anderson, Robin",NA,NA,NA,"1993-04-12","USA","","",22,269,"http://www.wtatennis.com/players/player/16223/title/robin-anderson"
"196","female",196,196,"Johansson, Mathilde","Right",NA,126,"1985-04-28","FRA","Goteborg, Sweden","Boulogne Billancourt, France",19,268,"http://www.wtatennis.com/players/player/3940/title/mathilde-johansson"
"197","female",197,205,"Brady, Jennifer",NA,NA,NA,"1995-04-12","USA","","",27,267,"http://www.wtatennis.com/players/player/17893/title/jennifer-brady"
"198","female",198,197,"Liu, Chang",NA,NA,NA,"1990-08-01","CHN","","",23,265,"http://www.wtatennis.com/players/player/12462/title/chang-liu"
"199","female",199,199,"Sawayanagi, Riko",NA,NA,NA,"1994-10-25","JPN","","",29,261,"http://www.wtatennis.com/players/player/17473/title/riko-sawayanagi"
"200","female",200,200,"Stefkova, Barbora",NA,NA,NA,"1995-04-04","CZE","","",27,260,"http://www.wtatennis.com/players/player/19322/title/barbora-stefkova"
"201","female",201,181,"Stewart, Katerina",NA,NA,NA,"1997-07-17","USA","","",22,259,"http://www.wtatennis.com/players/player/21350/title/katerina-stewart"
"202","female",202,204,"Georges, Myrtille",NA,NA,NA,"1990-12-21","FRA","","",29,258,"http://www.wtatennis.com/players/player/14924/title/myrtille-georges"
"203","female",203,201,"Liu, Fangzhou",NA,NA,NA,"1995-12-12","CHN","","",26,257,"http://www.wtatennis.com/players/player/19760/title/fangzhou-liu"
"204","female",204,203,"Kuwata, Hiroko",NA,NA,NA,"1990-12-18","JPN","","",38,255,"http://www.wtatennis.com/players/player/17137/title/hiroko-kuwata"
"205","female",205,207,"Lu, Jia-Jing",NA,NA,NA,"1989-11-18","CHN","","",25,255,"http://www.wtatennis.com/players/player/12457/title/jia-jing-lu"
"206","female",206,188,"Jaksic, Jovana","Right",180,152,"1993-09-30","SRB","Belgrade, Serbia","Belgrade, Serbia",26,253,"http://www.wtatennis.com/players/player/16459/title/jovana-jaksic"
"207","female",207,202,"Kostova, Elitsa",NA,NA,NA,"1990-04-10","BUL","","",31,251,"http://www.wtatennis.com/players/player/11462/title/elitsa-kostova"
"208","female",208,206,"Sorribes Tormo, Sara","Right",176,152,"1996-10-08","ESP","Castellón, Spain","Vall de Uxó, Spain",21,250,"http://www.wtatennis.com/players/player/18602/title/sara-sorribes-tormo"
"209","female",209,208,"Savchuk, Olga","Right",177,150,"1987-09-20","UKR","Donetsk, Ukraine","Nassau, Bahamas",13,249,"http://www.wtatennis.com/players/player/10127/title/olga-savchuk"
"210","female",210,211,"Date-Krumm, Kimiko","Right",163,117,"1970-09-28","JPN","Kyoto, Japan","Tokyo, Japan",15,240,"http://www.wtatennis.com/players/player/1860/title/kimiko-date-krumm"
"211","female",211,213,"Pella, Catalina",NA,NA,NA,"1993-01-31","ARG","","",15,240,"http://www.wtatennis.com/players/player/15594/title/catalina-pella"
"212","female",212,212,"Pous-Tio, Laura","Right",173,141,"1984-10-01","ESP","Granollers, Spain","Granollers, Spain",29,239,"http://www.wtatennis.com/players/player/6366/title/laura-pous-tio"
"213","female",213,226,"Muhammad, Asia",NA,NA,NA,"1991-04-04","USA","","",21,239,"http://www.wtatennis.com/players/player/13131/title/asia-muhammad"
"214","female",214,214,"Razzano, Virginie","Right",174,148,"1983-05-12","FRA","Dijon (Côte-d'Or), France","Nîmes, France",16,238,"http://www.wtatennis.com/players/player/7082/title/virginie-razzano"
"215","female",215,215,"Jabeur, Ons","Right",167,148,"1994-08-28","TUN","Ksar El Hellar, Tunisia","Tunis, Tunisia",17,233,"http://www.wtatennis.com/players/player/15896/title/ons-jabeur"
"216","female",216,216,"Vogt, Stephanie","Right",167,137,"1990-02-15","LIE","Vaduz, Liechtenstein","Balzers, Liechtenstein",23,232,"http://www.wtatennis.com/players/player/11646/title/stephanie-vogt"
"217","female",217,228,"Abduraimova, Nigina",NA,NA,NA,"1994-07-07","UZB","","",25,231,"http://www.wtatennis.com/players/player/15714/title/nigina-abduraimova"
"218","female",218,217,"Dinu, Cristina",NA,NA,NA,"1993-01-18","ROU","","",28,231,"http://www.wtatennis.com/players/player/14440/title/cristina-dinu"
"219","female",219,219,"Reix, Sherazad",NA,NA,NA,"1989-04-03","FRA","","",24,230,"http://www.wtatennis.com/players/player/12995/title/sherazad-reix"
"220","female",220,220,"Maleckova, Jesika",NA,NA,NA,"1994-08-16","CZE","","",25,229,"http://www.wtatennis.com/players/player/18107/title/jesika-maleckova"
"221","female",221,238,"Sanchez, Maria","Right",178,140,"1989-11-26","USA","Modesto, CA, USA","Los Angeles, CA, USA",29,228,"http://www.wtatennis.com/players/player/13169/title/maria-sanchez"
"222","female",222,221,"Komardina, Anastasiya",NA,NA,NA,"1997-07-08","RUS","","",24,228,"http://www.wtatennis.com/players/player/21345/title/anastasiya-komardina"
"223","female",223,222,"Buzarnescu, Mihaela","Left",175,130,"1988-05-04","ROU","Bucharest, Romania","Bucharest, Romania",19,227,"http://www.wtatennis.com/players/player/11547/title/mihaela-buzarnescu"
"224","female",224,223,"Sharipova, Sabina",NA,NA,NA,"1994-09-04","UZB","","",24,226,"http://www.wtatennis.com/players/player/15678/title/sabina-sharipova"
"225","female",225,225,"Shinikova, Isabella",NA,NA,NA,"1991-10-25","BUL","","",25,225,"http://www.wtatennis.com/players/player/15639/title/isabella-shinikova"
"226","female",226,229,"Celik, Susanne",NA,NA,NA,"1994-12-06","SWE","","",22,221,"http://www.wtatennis.com/players/player/19440/title/susanne-celik"
"227","female",227,230,"Diatchenko, Vitalia","Right",180,132,"1990-08-02","RUS","Sochi, Russia","Moscow, Russia",11,220,"http://www.wtatennis.com/players/player/14183/title/vitalia-diatchenko"
"228","female",228,231,"Rodionova, Arina","Right",168,132,"1989-12-15","AUS","Tambov, Russia","Tambov, Russia",17,220,"http://www.wtatennis.com/players/player/11166/title/arina-rodionova"
"229","female",229,232,"Perrin, Conny",NA,NA,NA,"1990-12-25","SUI","","",28,219,"http://www.wtatennis.com/players/player/14417/title/conny-perrin"
"230","female",230,266,"Jani, Reka-Luca","Right",161,128,"1991-07-31","HUN","Siofok, Hungary","Sopron, Hungary",18,218,"http://www.wtatennis.com/players/player/15657/title/reka-luca-jani"
"231","female",231,233,"Pivovarova, Anastasia","Right",182,137,"1990-06-16","RUS","Chita, Russia","Moscow, Russia",18,218,"http://www.wtatennis.com/players/player/12619/title/anastasia-pivovarova"
"232","female",232,234,"Alexandrova, Ekaterina",NA,NA,NA,"1994-11-15","RUS","","",21,217,"http://www.wtatennis.com/players/player/18904/title/ekaterina-alexandrova"
"233","female",233,235,"Lu, Jing-Jing",NA,NA,NA,"1989-05-05","CHN","","",21,217,"http://www.wtatennis.com/players/player/12982/title/jing-jing-lu"
"234","female",234,237,"Shapatava, Sofia",NA,NA,NA,"1989-01-12","GEO","","",36,215,"http://www.wtatennis.com/players/player/11869/title/sofia-shapatava"
"235","female",235,242,"Eraydin, Basak",NA,NA,NA,"1994-06-21","TUR","","",24,212,"http://www.wtatennis.com/players/player/15858/title/basak-eraydin"
"236","female",236,224,"Larcher De Brito, Michelle","Right",165,125,"1993-01-29","POR","Lisbon, Portugal","Bradenton, FL, USA",14,211,"http://www.wtatennis.com/players/player/14089/title/michelle-larcher-de-brito"
"237","female",237,239,"Strakhova, Valeriya",NA,NA,NA,"1995-06-09","UKR","","",29,210,"http://www.wtatennis.com/players/player/19121/title/valeriya-strakhova"
"238","female",238,227,"Glatch, Alexa","Right",183,145,"1989-09-10","USA","Newport Beach, CA, USA","Delray Beach, FL, USA",20,205,"http://www.wtatennis.com/players/player/11493/title/alexa-glatch"
"239","female",239,240,"Fridman, Olga",NA,NA,NA,"1998-09-30","UKR","","",14,205,"http://www.wtatennis.com/players/player/21870/title/olga-fridman"
"240","female",240,241,"Badosa Gibert, Paula","Right",NA,NA,"1997-11-15","ESP","","",16,201,"http://www.wtatennis.com/players/player/20648/title/paula-badosa-gibert"
"241","female",241,243,"Gonzalez, Montserrat",NA,NA,NA,"1994-07-01","PAR","","",19,200,"http://www.wtatennis.com/players/player/20122/title/montserrat-gonzalez"
"242","female",242,209,"Kalinina, Anhelina",NA,NA,NA,"1997-02-07","UKR","","",17,198,"http://www.wtatennis.com/players/player/21276/title/anhelina-kalinina"
"243","female",243,244,"Han, Na-Lae",NA,NA,NA,"1992-07-06","KOR","","",25,198,"http://www.wtatennis.com/players/player/14312/title/na-lae-han"
"244","female",244,245,"Foretz , Stéphanie","Right",166,132.5,"1981-05-03","FRA","Issy Les Moulineaux, France","Meudon, France",24,197,"http://www.wtatennis.com/players/player/2613/title/stephanie-foretz-"
